NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Lambrate;80 e +;Maschi;2;Coppia convivente senza figli;Italia;0;0;0;0;0;0;0;1;1
Lambrate;80 e +;Maschi;2;Coppia sposata senza figli;Altri paesi;0;0;0;0;1;1;1;0;0
Lambrate;80 e +;Maschi;2;Coppia sposata senza figli;Italia;79;79;87;92;95;95;96;108;127
Lambrate;80 e +;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;5;5;5;8;7;7;8;5;6
Lambrate;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;0;0;1;1
Lambrate;80 e +;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;12;12;9;13;12;13;15;18;18
Lambrate;80 e +;Maschi;3;Coppia sposata senza figli;Italia;1;0;0;0;0;2;3;0;2
Lambrate;80 e +;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;1;1;1;1;1;1;0;0;0
Lambrate;80 e +;Maschi;4;Altre tipologie;Italia;0;0;0;0;0;0;0;0;3
Lambrate;80 e +;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;0;0;0;0;0;0;0;1;0
Lambrate;80 e +;Maschi;4;Coppia sposata con figli tutti maggiorenni;Italia;1;0;2;0;1;0;0;0;0
Lambrate;80 e +;Maschi;4;Monogenitore con almeno un figlio minorenne;Italia;0;0;0;0;0;0;0;0;0
Lambrate;80 e +;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;0;0;1;0;0;0;0;0;0
Lodi - Corvetto;18-34;Femmine;1;Single;Altri paesi;115;136;138;147;154;169;163;145;126
Lodi - Corvetto;18-34;Femmine;1;Single;Cina;5;6;8;13;14;21;23;29;33
Lodi - Corvetto;18-34;Femmine;1;Single;Ecuador;19;20;21;19;19;20;15;9;6
Lodi - Corvetto;18-34;Femmine;1;Single;Egitto;0;0;0;0;1;1;2;1;3
Lodi - Corvetto;18-34;Femmine;1;Single;Filippine;21;20;25;34;41;49;46;44;41
Lodi - Corvetto;18-34;Femmine;1;Single;Italia;346;314;309;327;313;308;320;336;349
Lodi - Corvetto;18-34;Femmine;1;Single;Perù;22;17;21;29;36;36;33;28;20
Lodi - Corvetto;18-34;Femmine;1;Single;Sri Lanka;6;6;5;7;5;6;7;8;6
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Altri paesi;5;3;5;3;4;5;5;3;1
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Ecuador;1;0;1;1;0;0;0;0;1
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Filippine;1;0;1;1;1;1;0;0;4
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Italia;25;22;21;19;26;23;17;18;16
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Perù;1;1;1;2;3;1;1;2;2
Lodi - Corvetto;18-34;Femmine;2;Altre tipologie;Sri Lanka;0;0;0;0;0;1;0;0;0
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Altri paesi;2;2;1;0;3;5;3;4;5
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Cina;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Ecuador;1;1;1;1;1;0;0;0;0
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Egitto;0;0;0;0;0;0;1;1;0
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Filippine;0;0;1;0;0;0;2;1;0
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Italia;10;8;5;5;6;8;10;12;15
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Perù;0;0;0;0;1;1;2;1;1
Lodi - Corvetto;18-34;Femmine;2;Coppia convivente senza figli;Sri Lanka;1;0;0;0;0;0;1;0;0
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Altri paesi;4;8;7;3;8;4;5;5;5
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Ecuador;2;0;0;0;0;1;1;1;0
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Filippine;2;3;1;4;1;0;0;1;1
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Italia;28;22;23;27;36;34;27;26;27
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Perù;0;0;1;3;3;2;1;2;1
Lodi - Corvetto;18-34;Femmine;2;Coppia sposata senza figli;Sri Lanka;0;1;1;1;1;1;0;1;0
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;28;27;28;31;37;45;41;39;44
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Cina;1;1;3;4;4;7;8;8;6
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;15;13;8;9;9;9;11;7;10
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;1;1;0;1;0;1;2;0;0
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;6;7;6;5;6;5;9;9;9
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;45;54;53;50;47;49;51;56;49
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;8;9;10;8;11;16;17;17;15
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;2;1;0;1;4;1;2;1;0
Lodi - Corvetto;18-34;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;1;0;0;0;0;1;0;0;0
Lodi - Corvetto;18-34;Femmine;3;Altre tipologie;Altri paesi;0;0;1;1;0;0;1;1;2
Lodi - Corvetto;18-34;Femmine;3;Altre tipologie;Ecuador;0;0;0;0;0;0;1;1;0
Lodi - Corvetto;18-34;Femmine;3;Altre tipologie;Filippine;1;2;1;1;0;0;0;0;0
Lodi - Corvetto;18-34;Femmine;3;Altre tipologie;Italia;1;2;2;1;4;4;3;2;3
Lodi - Corvetto;18-34;Femmine;3;Altre tipologie;Perù;0;0;0;0;0;0;0;1;1
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;1;1;1;3;5;5;5;4;6
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;0;2;1;3;2;4
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Ecuador;1;0;2;2;3;4;3;5;3
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;2;1;2;1
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;3;2;1;0;3;3;4;3;2
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;6;5;7;7;16;18;13;18;12
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;1;1;1;1;2;1;2;1;2
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;2;1;1;2
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente senza figli;Altri paesi;1;0;0;0;0;0;0;1;1
Lodi - Corvetto;18-34;Femmine;3;Coppia convivente senza figli;Italia;1;0;0;0;0;0;1;0;0
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;3;4;5;3;7;9;4;7;8
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Cina;2;2;1;0;1;1;0;1;2
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;2;2;1;1;2;3;2;2;2
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Egitto;0;0;0;0;1;1;0;0;0
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;3;5;5;6;10;6;3;3;2
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;20;17;18;13;16;17;18;13;15
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Perù;1;1;0;1;1;1;3;3;2
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;0;0;1;1;0;1;2;2;2
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata senza figli;Filippine;0;0;0;0;0;1;1;0;0
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata senza figli;Italia;1;0;0;0;0;0;1;2;0
Lodi - Corvetto;18-34;Femmine;3;Coppia sposata senza figli;Sri Lanka;1;1;0;0;0;0;0;0;0
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;5;5;5;7;11;10;14;13;9
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Cina;0;0;0;1;0;1;0;1;2
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Ecuador;2;2;1;1;2;3;3;4;4
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Egitto;3;3;4;3;4;2;2;1;2
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Filippine;1;0;1;1;4;2;2;2;1
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;16;15;13;12;14;14;13;11;17
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Perù;0;0;0;1;1;1;4;3;3
Lodi - Corvetto;18-34;Femmine;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;2;1;1
Lodi - Corvetto;18-34;Femmine;4;Altre tipologie;Cina;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;18-34;Femmine;4;Altre tipologie;Italia;1;0;1;2;2;1;0;0;0
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;3;2;2;2;1;1;2;1;2
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Cina;0;0;0;0;1;2;1;2;1
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Ecuador;1;1;2;2;3;4;4;2;2
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;1;2;2
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;0;1;2;1;1;2;3;3;3
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;8;7;6;5;7;7;9;7;8
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;1;1;1;0;1;2;1;1;2
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;0;0;1;0;1;1
Lodi - Corvetto;18-34;Femmine;4;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;1;1;1
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;3;3;4;3;4;7;7;7;6
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Cina;1;1;1;1;2;3;4;4;2
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;0;0;1;2;2;1;1
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Egitto;2;1;2;3;3;3;2;2;1
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Filippine;1;2;1;1;3;4;3;4;4
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;20;20;17;16;24;20;17;19;19
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;1;1;1;2;2;2;3;3;2
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;2;2;2;2;2;1;0;0;0
Lodi - Corvetto;18-34;Femmine;4;Coppia sposata con figli tutti maggiorenni;Filippine;0;0;0;0;0;1;0;0;0
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Altri paesi;1;1;1;2;1;2;0;1;0
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Cina;0;0;0;0;0;0;0;1;1
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Ecuador;1;2;1;1;1;0;1;1;2
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Egitto;0;1;0;1;2;1;2;1;1
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;2;4;5;4;7;5;6;5;5
Lodi - Corvetto;18-34;Femmine;4;Monogenitore con almeno un figlio minorenne;Perù;0;0;0;0;0;1;0;0;1
Lodi - Corvetto;18-34;Maschi;1;Single;Altri paesi;153;146;172;181;209;255;224;203;201
Lodi - Corvetto;18-34;Maschi;1;Single;Cina;9;9;9;15;17;16;23;24;26
Lodi - Corvetto;18-34;Maschi;1;Single;Ecuador;19;17;19;19;15;16;20;17;13
Lodi - Corvetto;18-34;Maschi;1;Single;Egitto;108;112;102;135;156;178;184;175;176
Lodi - Corvetto;18-34;Maschi;1;Single;Filippine;10;10;12;26;28;32;25;23;18
Lodi - Corvetto;18-34;Maschi;1;Single;Italia;353;357;350;369;340;357;350;368;372
Lodi - Corvetto;18-34;Maschi;1;Single;Perù;17;16;17;22;22;21;24;17;16
Lodi - Corvetto;18-34;Maschi;1;Single;Sri Lanka;25;22;22;24;30;27;24;24;22
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Altri paesi;2;4;4;4;3;3;8;5;12
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Cina;2;2;0;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Ecuador;0;0;2;2;0;0;0;1;0
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Egitto;7;7;4;4;6;3;3;3;0
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Filippine;0;0;0;0;0;0;0;1;0
Lodi - Corvetto;18-34;Maschi;2;Altre tipologie;Italia;81;76;78;72;42;48;44;42;43
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Altri paesi;0;0;2;6;12;12;5;8;5
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Cina;0;0;2;2;3;2;3;5;3
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Ecuador;2;2;0;4;5;2;1;0;0
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Egitto;0;0;0;2;0;2;2;1;2
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Filippine;2;2;2;2;0;3;2;3;0
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Italia;40;51;37;40;25;34;49;61;52
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Perù;2;0;0;2;0;0;1;3;0
Lodi - Corvetto;18-34;Maschi;2;Coppia convivente senza figli;Sri Lanka;2;0;2;0;0;5;5;5;5
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Altri paesi;22;21;19;34;20;17;18;8;7
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Cina;0;0;0;0;2;0;0;0;2
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Ecuador;2;2;7;4;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Egitto;7;5;4;2;2;5;5;3;5
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Filippine;4;5;7;7;8;8;6;5;9
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Italia;137;106;103;89;82;87;72;70;80
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Perù;0;0;0;0;1;2;1;0;0
Lodi - Corvetto;18-34;Maschi;2;Coppia sposata senza figli;Sri Lanka;7;11;11;13;6;5;3;2;2
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;2;14;9;13;8;10;9;5;7
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Cina;0;0;0;4;0;3;2;2;2
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Ecuador;11;14;7;4;0;2;3;1;2
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Egitto;2;2;2;0;0;0;3;1;5
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Filippine;7;2;0;2;2;0;3;3;3
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;7;5;9;9;6;8;6;8;4
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Perù;4;5;6;4;1;2;1;1;2
Lodi - Corvetto;18-34;Maschi;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;0;0;2;0;3;0;2;0;0
Lodi - Corvetto;18-34;Maschi;3;Altre tipologie;Altri paesi;1;0;1;2;2;1;1;2;0
Lodi - Corvetto;18-34;Maschi;3;Altre tipologie;Ecuador;0;0;0;0;0;0;1;0;1
Lodi - Corvetto;18-34;Maschi;3;Altre tipologie;Filippine;0;0;0;0;0;1;1;0;1
Lodi - Corvetto;18-34;Maschi;3;Altre tipologie;Italia;11;10;10;10;10;10;11;9;9
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;6;9;7;7;0;4;5;9;10
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Cina;1;0;0;2;0;3;2;3;4
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Ecuador;7;6;10;5;6;8;4;6;8
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;1;2;4;7;5
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Filippine;7;7;7;0;3;5;10;9;4
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;34;24;25;26;14;11;16;18;21
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;1;1;2;2;4;5;2;1;2
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;1;2;2;0;0;0;1;1;3
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;2;2;2;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente senza figli;Altri paesi;1;0;0;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia convivente senza figli;Italia;2;2;2;3;0;0;1;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;12;12;10;12;14;23;20;15;13
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Cina;4;3;2;5;4;4;3;0;1
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;7;6;3;5;5;4;2;1;1
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;6;6;12;10;6;1;1;5;0
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;7;7;7;10;4;10;11;11;11
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;68;66;51;50;43;39;34;32;34
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Perù;3;1;2;2;3;0;1;2;3
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;1;3;5;7;9;10;11;7;4
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata senza figli;Altri paesi;1;0;0;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata senza figli;Filippine;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Coppia sposata senza figli;Italia;0;2;3;3;1;3;0;0;1
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;1;0;0;2;0;0;1;1;1
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Cina;0;1;2;2;3;2;2;1;0
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Egitto;1;0;0;0;0;1;0;0;4
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Filippine;0;0;0;2;0;0;0;0;1
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Italia;4;4;2;2;4;3;1;3;5
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con almeno un figlio minorenne;Perù;1;3;0;2;1;1;1;0;0
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con figli tutti maggiorenni;Filippine;0;0;2;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;3;Monogenitore con figli tutti maggiorenni;Italia;1;0;0;0;0;0;0;0;0
Lodi - Corvetto;18-34;Maschi;4;Altre tipologie;Altri paesi;0;0;1;1;0;0;1;1;3
Lodi - Corvetto;18-34;Maschi;4;Altre tipologie;Cina;0;0;2;2;1;3;1;1;0
Lodi - Corvetto;18-34;Maschi;4;Altre tipologie;Filippine;0;0;0;0;0;1;1;0;0
Lodi - Corvetto;18-34;Maschi;4;Altre tipologie;Italia;11;6;2;2;0;0;0;1;0
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;4;3;3;6;8;9;9;9;6
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Cina;0;3;5;3;4;4;2;3;5
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Ecuador;2;2;3;3;1;1;1;0;0
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;2;2;2;4;5;4
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Filippine;9;6;5;5;3;4;4;2;0
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Italia;15;19;19;16;16;13;8;10;13
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con almeno un figlio minorenne;Perù;0;0;0;0;1;1;1;2;3
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;2;0;1;1;1;0
Lodi - Corvetto;18-34;Maschi;4;Coppia convivente senza figli;Italia;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;9;9;8;11;11;13;10;14;14
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Cina;6;10;11;8;5;5;3;5;6
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Ecuador;0;0;2;3;0;1;2;0;0
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Egitto;17;8;9;14;10;8;8;9;8
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Filippine;6;5;8;5;6;10;13;5;5
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Italia;38;38;30;25;15;19;24;25;24
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Perù;0;0;1;1;1;1;0;1;0
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;0;2;0;0;2;3;3;1;1
Lodi - Corvetto;18-34;Maschi;4;Coppia sposata senza figli;Italia;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;4;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;1;1;0
Lodi - Corvetto;18-34;Maschi;4;Monogenitore con almeno un figlio minorenne;Italia;0;2;2;2;0;1;0;0;0
Lodi - Corvetto;18-34;Maschi;4;Monogenitore con figli tutti maggiorenni;Filippine;0;0;0;2;1;0;0;0;0
Lodi - Corvetto;18-34;Maschi;4;Monogenitore con figli tutti maggiorenni;Italia;2;0;0;0;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;1;Single;Altri paesi;141;158;186;226;282;311;308;302;328
Lodi - Corvetto;35-64;Femmine;1;Single;Cina;12;14;13;16;19;23;20;19;16
Lodi - Corvetto;35-64;Femmine;1;Single;Ecuador;33;40;42;43;50;57;67;66;64
Lodi - Corvetto;35-64;Femmine;1;Single;Egitto;3;2;2;2;2;1;5;3;3
Lodi - Corvetto;35-64;Femmine;1;Single;Filippine;83;100;115;126;146;165;158;140;141
Lodi - Corvetto;35-64;Femmine;1;Single;Italia;1023;1038;1053;1063;1040;1008;994;1040;1037
Lodi - Corvetto;35-64;Femmine;1;Single;Perù;45;42;50;62;78;81;90;82;73
Lodi - Corvetto;35-64;Femmine;1;Single;Sri Lanka;14;13;12;14;19;20;23;21;21
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Altri paesi;4;7;8;7;9;6;5;6;8
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Cina;0;0;1;1;1;1;1;1;1
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Ecuador;2;2;1;1;1;1;0;2;2
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Filippine;1;2;3;5;6;3;4;5;8
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Italia;48;42;43;48;55;53;50;46;51
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Perù;5;7;5;6;5;5;5;8;5
Lodi - Corvetto;35-64;Femmine;2;Altre tipologie;Sri Lanka;1;1;1;1;2;3;2;0;1
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Altri paesi;3;3;3;5;5;5;8;9;12
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Cina;1;1;1;1;2;2;1;0;1
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Ecuador;0;0;0;0;0;1;1;3;2
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Filippine;2;0;2;1;3;3;5;5;10
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Italia;22;23;23;25;29;31;30;34;32
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Perù;3;4;3;2;2;4;2;1;2
Lodi - Corvetto;35-64;Femmine;2;Coppia convivente senza figli;Sri Lanka;0;0;0;0;0;0;1;1;2
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Altri paesi;3;4;5;5;10;14;13;10;11
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Ecuador;0;1;1;0;1;2;2;1;0
